epoch,acc,loss,val_acc,val_loss
0,0.16826923076923078,2.1408909375850973,0.17307692307692307,2.5749796628952026
1,0.18990384615384615,2.0308156196887674,0.19230769230769232,2.146984815597534
2,0.23557692307692307,1.9189195999732385,0.22115384615384615,1.9726081628065844
3,0.2403846153846154,1.875733421399043,0.22115384615384615,2.0160421224740834
4,0.2548076923076923,1.958806349680974,0.16346153846153846,2.054302013837374
5,0.27163461538461536,1.873139005440932,0.23076923076923078,1.9393336864618154
6,0.24278846153846154,1.8658842398570135,0.25,2.013831798846905
7,0.28125,1.8133222139798677,0.19230769230769232,1.995317504956172
8,0.31009615384615385,1.7953322667341967,0.2403846153846154,2.0473325986128588
9,0.3245192307692308,1.7508662113776574,0.22115384615384615,2.047763842802781
10,0.3389423076923077,1.750299701323876,0.27884615384615385,1.8455840624295747
11,0.32211538461538464,1.734962454208961,0.27884615384615385,1.918346460048969
12,0.35096153846153844,1.6552424889344435,0.27884615384615385,1.8974017455027654
13,0.34134615384615385,1.69334326340602,0.3076923076923077,2.012979434086726
14,0.38221153846153844,1.6713031713779156,0.19230769230769232,2.110528093117934
15,0.3701923076923077,1.6612088588567882,0.21153846153846154,2.371257635263296
16,0.36538461538461536,1.6529159179100623,0.2980769230769231,2.00534119972815
17,0.43990384615384615,1.5742356410393348,0.23076923076923078,2.090701570877662
18,0.40384615384615385,1.5688335803838878,0.3269230769230769,1.9819614887237549
19,0.47596153846153844,1.4879113802543054,0.28846153846153844,2.1449387898811927
20,0.4375,1.5175529901797955,0.3173076923076923,2.247583792759822
21,0.4254807692307692,1.527997457064115,0.22115384615384615,2.773655286202064
22,0.4375,1.4694655950252826,0.23076923076923078,3.360252233651968
23,0.4375,1.4634271768423228,0.20192307692307693,3.0257103626544657
24,0.4951923076923077,1.421044789827787,0.2403846153846154,2.643569047634418
25,0.5072115384615384,1.382267346748939,0.3173076923076923,2.1585884644435
26,0.5192307692307693,1.3363793171369112,0.3269230769230769,2.057490220436683
27,0.53125,1.3414132228264442,0.3076923076923077,2.0726006764632006
28,0.5480769230769231,1.3342001713239229,0.3269230769230769,1.9880826564935536
29,0.5,1.3430845462358916,0.3269230769230769,1.9084146114496083
30,0.53125,1.322163068331205,0.3173076923076923,1.9147312641143799
31,0.5264423076923077,1.3036405489994929,0.3269230769230769,1.9516016153188853
32,0.5288461538461539,1.2798767915138831,0.3269230769230769,1.894923210144043
33,0.5192307692307693,1.298852773813101,0.36538461538461536,1.8950908550849328
34,0.53125,1.2813573800600493,0.3557692307692308,1.901274094214806
35,0.5408653846153846,1.2949218658300548,0.34615384615384615,1.8758270740509033
36,0.5288461538461539,1.2883257957605214,0.36538461538461536,1.864203608953035
37,0.5480769230769231,1.2831927262819731,0.38461538461538464,1.853049186559828
38,0.5432692307692307,1.2849784722694984,0.38461538461538464,1.843809723854065
39,0.5649038461538461,1.2885163105451143,0.38461538461538464,1.836070363338177
40,0.5625,1.2490374400065496,0.375,1.8335308478428767
41,0.5793269230769231,1.2496263522368212,0.38461538461538464,1.8337973814744215
42,0.5552884615384616,1.2706807484993567,0.38461538461538464,1.8301008939743042
43,0.53125,1.2904157730249257,0.38461538461538464,1.8312199024053721
44,0.5552884615384616,1.2880936310841486,0.375,1.829359219624446
45,0.5072115384615384,1.3075930705437293,0.36538461538461536,1.8256517556997447
46,0.5456730769230769,1.2933466984675481,0.375,1.8237407299188466
47,0.5528846153846154,1.3229134266193097,0.375,1.823311292208158
48,0.5456730769230769,1.2791268550432646,0.375,1.8249869988514826
