epoch,acc,loss,val_acc,val_loss
0,0.16331658298945306,2.1420788794905694,0.19,2.1634081697463987
1,0.2713567839944782,1.9514244070005178,0.2,2.174957914352417
2,0.21859296512364143,1.9609458710081014,0.12,2.316942391395569
3,0.2562814071100561,1.901405970654895,0.21,1.9710850811004639
4,0.23869346756132404,1.8823714184401623,0.24,2.0259527015686034
5,0.30402010050251255,1.7976934688175144,0.29,1.9653744888305664
6,0.3090452263552939,1.7826218029961514,0.25,1.992602858543396
7,0.2939698496955124,1.8153701721124313,0.25,2.009561824798584
8,0.304020100652273,1.7904038579020667,0.22,2.040980587005615
9,0.30904522643017407,1.7685328069044717,0.18,2.150462341308594
10,0.2989949749492521,1.7387031813961777,0.25,2.2154707098007203
11,0.37437185974576365,1.6900959685819232,0.23,2.184526901245117
12,0.3190954776864555,1.7274458252604883,0.35,1.9529559993743897
13,0.32412060316483576,1.6986746644254904,0.18,2.5238143014907837
14,0.4120603024061002,1.6547245230507013,0.23,2.5932607650756836
15,0.3693467338181021,1.6396512727641581,0.19,2.7796636962890626
16,0.35175879404472943,1.665044668930859,0.2,2.94879469871521
17,0.38944723663018577,1.637114205552106,0.19,2.729127779006958
18,0.3919597992944957,1.6322433397398521,0.19,2.1760116386413575
19,0.44472361809045224,1.5448394750230876,0.15,2.418827524185181
20,0.4170854272105586,1.5851558416932072,0.32,1.92439444065094
21,0.39447236210856607,1.5786631143272822,0.18,2.3878672885894776
22,0.44723618120404346,1.504892631391784,0.24,2.112422590255737
23,0.4321608037205797,1.472041614091576,0.18,2.5052803802490233
24,0.4572864330593665,1.4482274864187192,0.31,2.649675307273865
25,0.45226130683218413,1.5336343079955135,0.3,2.1787465524673464
26,0.479899497786958,1.4551325778865336,0.33,2.1137329387664794
27,0.4623115577889447,1.426922626231783,0.27,2.4167830562591552
28,0.49748743808449214,1.4114458309346107,0.30000000715255737,2.4232249665260315
29,0.5452261308030267,1.3159913765126137,0.3,2.4365847444534303
30,0.5150753768844221,1.3585510769082074,0.28,2.325111680030823
31,0.5050251265267032,1.3276136640328258,0.28,2.777455894947052
32,0.5351758787979433,1.3319638332529882,0.25,3.1422906494140626
33,0.49748743733569006,1.3865838811625188,0.25,2.505666847229004
34,0.5929648238210822,1.213600589402357,0.32,2.404500713348389
35,0.592964824120603,1.1494794425053811,0.28,2.374344463348389
36,0.5829145731638424,1.136992847500135,0.31,2.2876410722732543
37,0.6281407036673483,1.1141992100519151,0.28,2.2134063339233396
38,0.6080402011547855,1.1359967574402317,0.31,2.1474256324768066
39,0.6130653272322075,1.1354477177912266,0.28,2.110329828262329
40,0.6507537694432628,1.0889510290706577,0.26,2.0788694190979005
41,0.6256281407035176,1.140831395609295,0.3,2.111884889602661
42,0.6683417082431927,1.0925821599049783,0.29,2.0877386045455935
43,0.6281407044161504,1.0933233289862399,0.31000000655651094,2.130183653831482
44,0.663316582615052,1.0331605570999223,0.2800000041723251,2.1073376083374025
45,0.6256281404039967,1.080278779993105,0.26,2.1422037363052366
46,0.618090452411067,1.1145148870333954,0.26,2.1321195650100706
47,0.6281407044161504,1.0725105150261116,0.25,2.1151456451416015
48,0.6030150750773636,1.1082503418227536,0.25,2.1023222494125364
49,0.6482412054311091,1.0746740558039602,0.26000000327825545,2.0999144983291624
50,0.6356783925588406,1.086098614949078,0.27,2.096835050582886
51,0.6055276381909548,1.1152041581407863,0.27,2.092359881401062
52,0.6432160804020101,1.044118055746184,0.27,2.0958236837387085
53,0.635678391959799,1.0845474172477148,0.27,2.095465760231018
54,0.6482412066291924,1.085604852767446,0.27,2.0979812049865725
55,0.6482412057306299,1.0746305078717333,0.27,2.0960346126556395
56,0.650753769143742,1.0873944076461408,0.28,2.097068819999695
57,0.6457286441146429,1.0702938560265391,0.28,2.095307149887085
58,0.6130653272322075,1.0978559240623935,0.28,2.0940400075912478
59,0.6557788938733201,1.0929258819201484,0.28,2.0927012014389037
60,0.6708542716563047,1.0321310788542781,0.28,2.092129077911377
61,0.6783919606975575,1.0501513271475558,0.28,2.091874055862427
62,0.6030150762754469,1.098916185561137,0.28,2.09088915348053
63,0.6155778894472361,1.103604847462333,0.2800000041723251,2.0906216716766357
64,0.6306532660321374,1.1016229864340932,0.28,2.090027689933777
65,0.6080402016040668,1.0811777722895446,0.28,2.090363402366638
66,0.6055276378914339,1.08679321483152,0.2800000041723251,2.090021479129791
67,0.6256281404039967,1.0999069028164274,0.28,2.0881402254104615
68,0.6532663310592498,1.0613418017799532,0.28,2.0853546333312987
69,0.6155778900462778,1.1311398427091053,0.28,2.0864378929138185
70,0.6381909544743485,1.1071900452800731,0.28,2.085535979270935
